dataset,profile_id,day,season,algorithm,run,cost,runtime_s
real_pv,2025-11-30_rep00,2025-11-30,cloudy,GA (P=100),0,18.68707340608392,0.1534273624420166
real_pv,2025-11-30_rep00,2025-11-30,cloudy,GA (P=100),1,18.787757637744892,0.15317535400390625
real_pv,2025-11-30_rep00,2025-11-30,cloudy,PSO,0,19.160634297185023,0.05427861213684082
real_pv,2025-11-30_rep00,2025-11-30,cloudy,PSO,1,21.162505232133988,0.054636478424072266
real_pv,2025-11-30_rep00,2025-11-30,cloudy,GWO,0,18.43054252539022,0.1181788444519043
real_pv,2025-11-30_rep00,2025-11-30,cloudy,GWO,1,18.723853082852752,0.11744427680969238
real_pv,2025-11-30_rep00,2025-11-30,cloudy,Hybrid,0,19.558976624695067,0.06521463394165039
real_pv,2025-11-30_rep00,2025-11-30,cloudy,Hybrid,1,19.38286005871691,0.06505632400512695
real_pv,2025-12-24_rep00,2025-12-24,winter,GA (P=50),0,23.908195199967054,0.07734394073486328
real_pv,2025-12-24_rep00,2025-12-24,winter,GA (P=50),1,23.541903975073865,0.07806825637817383
real_pv,2025-12-24_rep00,2025-12-24,winter,GA (P=100),0,23.61579343318571,0.15378880500793457
real_pv,2025-12-24_rep00,2025-12-24,winter,GA (P=100),1,23.789525065541223,0.15459346771240234
real_pv,2025-12-24_rep00,2025-12-24,winter,PSO,0,25.877975040210355,0.05441689491271973
real_pv,2025-12-24_rep00,2025-12-24,winter,PSO,1,23.650169077284946,0.05462050437927246
real_pv,2025-12-24_rep00,2025-12-24,winter,GWO,0,23.148394176342375,0.11736345291137695
real_pv,2025-12-24_rep00,2025-12-24,winter,GWO,1,22.7441348317042,0.11790227890014648
real_pv,2025-12-24_rep00,2025-12-24,winter,Hybrid,0,23.93661008790689,0.06500530242919922
real_pv,2025-12-24_rep00,2025-12-24,winter,Hybrid,1,23.39838273545906,0.06510782241821289
real_pv,2025-12-27_rep00,2025-12-27,winter,GA (P=50),0,20.605571765841432,0.07790756225585938
real_pv,2025-12-27_rep00,2025-12-27,winter,GA (P=50),1,20.745841032668736,0.07793259620666504
real_pv,2025-12-27_rep00,2025-12-27,winter,GA (P=100),0,20.693562964122055,0.15410089492797852
real_pv,2025-12-27_rep00,2025-12-27,winter,GA (P=100),1,20.34384300745654,0.15399479866027832
real_pv,2025-12-27_rep00,2025-12-27,winter,PSO,0,21.269531199492985,0.05437612533569336
real_pv,2025-12-27_rep00,2025-12-27,winter,PSO,1,21.031981000955067,0.05470848083496094
real_pv,2025-12-27_rep00,2025-12-27,winter,GWO,0,21.106969528176215,0.1174471378326416
real_pv,2025-12-27_rep00,2025-12-27,winter,GWO,1,21.048421911417197,0.11813116073608398
real_pv,2025-12-27_rep00,2025-12-27,winter,Hybrid,0,20.662704709452445,0.0649259090423584
real_pv,2025-12-27_rep00,2025-12-27,winter,Hybrid,1,21.455994870641653,0.06532144546508789
synthetic,2025-01-14_rep00,2025-01-14,winter,GA (P=50),0,24.92595086831376,0.07867050170898438
synthetic,2025-01-14_rep00,2025-01-14,winter,GA (P=50),1,25.106808018638198,0.0785989761352539
synthetic,2025-01-14_rep00,2025-01-14,winter,GA (P=100),0,23.873775540645166,0.15525484085083008
synthetic,2025-01-14_rep00,2025-01-14,winter,GA (P=100),1,24.09490042368605,0.15462851524353027
synthetic,2025-01-14_rep00,2025-01-14,winter,PSO,0,28.97364112761582,0.05460500717163086
synthetic,2025-01-14_rep00,2025-01-14,winter,PSO,1,27.46936100222377,0.05455374717712402
synthetic,2025-01-14_rep00,2025-01-14,winter,GWO,0,25.686027176444515,0.11800861358642578
synthetic,2025-01-14_rep00,2025-01-14,winter,GWO,1,25.517520755748567,0.11853837966918945
synthetic,2025-01-14_rep00,2025-01-14,winter,Hybrid,0,26.58119697406836,0.06555318832397461
synthetic,2025-01-14_rep00,2025-01-14,winter,Hybrid,1,27.399245223425787,0.06551170349121094
synthetic,2025-01-22_rep00,2025-01-22,winter,GA (P=50),0,29.436316557293445,0.07816243171691895
synthetic,2025-01-22_rep00,2025-01-22,winter,GA (P=50),1,28.66160091058981,0.07898473739624023
synthetic,2025-01-22_rep00,2025-01-22,winter,GA (P=100),0,28.87039665319942,0.153731107711792
synthetic,2025-01-22_rep00,2025-01-22,winter,GA (P=100),1,29.18358558111084,0.15441536903381348
synthetic,2025-01-22_rep00,2025-01-22,winter,PSO,0,30.05017407108573,0.05439949035644531
synthetic,2025-01-22_rep00,2025-01-22,winter,PSO,1,31.62294374388417,0.05437898635864258
synthetic,2025-01-22_rep00,2025-01-22,winter,GWO,0,32.36745586999849,0.11827349662780762
synthetic,2025-01-22_rep00,2025-01-22,winter,GWO,1,30.313956964852498,0.1190640926361084
synthetic,2025-01-22_rep00,2025-01-22,winter,Hybrid,0,31.67722243716001,0.06579184532165527
synthetic,2025-01-22_rep00,2025-01-22,winter,Hybrid,1,30.4340862768349,0.06604981422424316
synthetic,2025-03-17_rep00,2025-03-17,cloudy,GA (P=50),0,6.865606066396544,0.07980895042419434
synthetic,2025-03-17_rep00,2025-03-17,cloudy,GA (P=50),1,5.9193040165461595,0.07969331741333008
synthetic,2025-03-17_rep00,2025-03-17,cloudy,GA (P=100),0,6.187404306117033,0.15706992149353027
synthetic,2025-03-17_rep00,2025-03-17,cloudy,GA (P=100),1,5.880907905593611,0.15808463096618652
synthetic,2025-03-17_rep00,2025-03-17,cloudy,PSO,0,9.859162572465427,0.05639529228210449
synthetic,2025-03-17_rep00,2025-03-17,cloudy,PSO,1,10.973854145210815,0.055245161056518555
synthetic,2025-03-17_rep00,2025-03-17,cloudy,GWO,0,7.019706573213343,0.11940431594848633
synthetic,2025-03-17_rep00,2025-03-17,cloudy,GWO,1,7.652569837121055,0.11969804763793945
synthetic,2025-03-17_rep00,2025-03-17,cloudy,Hybrid,0,9.296944176016547,0.06625795364379883
synthetic,2025-03-17_rep00,2025-03-17,cloudy,Hybrid,1,12.136036661774195,0.06639719009399414
synthetic,2025-03-19_rep00,2025-03-19,cloudy,GA (P=50),0,13.294840798386224,0.07963681221008301
synthetic,2025-03-19_rep00,2025-03-19,cloudy,GA (P=50),1,12.297001375840726,0.0794379711151123
synthetic,2025-03-19_rep00,2025-03-19,cloudy,GA (P=100),0,12.58548072868012,0.15709710121154785
synthetic,2025-03-19_rep00,2025-03-19,cloudy,GA (P=100),1,12.26525084436911,0.1568288803100586
synthetic,2025-03-19_rep00,2025-03-19,cloudy,PSO,0,16.39363606927339,0.05529499053955078
synthetic,2025-03-19_rep00,2025-03-19,cloudy,PSO,1,18.27419297972618,0.05535268783569336
synthetic,2025-03-19_rep00,2025-03-19,cloudy,GWO,0,17.45111321121668,0.1189272403717041
synthetic,2025-03-19_rep00,2025-03-19,cloudy,GWO,1,13.427924385163681,0.11938643455505371
synthetic,2025-03-19_rep00,2025-03-19,cloudy,Hybrid,0,14.766416199670067,0.06719851493835449
synthetic,2025-03-19_rep00,2025-03-19,cloudy,Hybrid,1,16.285285231486455,0.06686115264892578
synthetic,2025-05-23_rep00,2025-05-23,cloudy,GA (P=50),0,7.244533062220945,0.07908272743225098
synthetic,2025-05-23_rep00,2025-05-23,cloudy,GA (P=50),1,7.962277219246688,0.0794839859008789
synthetic,2025-05-23_rep00,2025-05-23,cloudy,GA (P=100),0,7.587067966995814,0.15526890754699707
synthetic,2025-05-23_rep00,2025-05-23,cloudy,GA (P=100),1,8.305633340665281,0.15686798095703125
synthetic,2025-05-23_rep00,2025-05-23,cloudy,PSO,0,12.49974869488437,0.0559537410736084
synthetic,2025-05-23_rep00,2025-05-23,cloudy,PSO,1,10.426267893638546,0.055765628814697266
synthetic,2025-05-23_rep00,2025-05-23,cloudy,GWO,0,8.439576139135506,0.1193990707397461
synthetic,2025-05-23_rep00,2025-05-23,cloudy,GWO,1,9.493367207998231,0.11842036247253418
synthetic,2025-05-23_rep00,2025-05-23,cloudy,Hybrid,0,11.55002214100072,0.06627511978149414
synthetic,2025-05-23_rep00,2025-05-23,cloudy,Hybrid,1,9.996894040793249,0.06686210632324219
synthetic,2025-05-30_rep00,2025-05-30,cloudy,GA (P=50),0,6.811747290860127,0.07953405380249023
